,t,r,N1,1,10,2,11,3,12,4,13,5,14
12,-0.3799999999999999,,,1.0,-0.23199692655767248,1.3,-0.20195311902446403,1.6,-0.1763569540899575,1.9000000000000001,-0.15442171920643238,2.2,-0.13552911321263267
13,-0.3699999999999999,,,1.0,-0.22932987512206462,1.3,-0.20040763342536602,1.6,-0.17565414523437534,1.9000000000000001,-0.15435123472349013,2.2,-0.1359306048341485
14,-0.3599999999999999,,,1.0,-0.2265108266756715,1.3,-0.19871448643900114,1.6,-0.17481535903688178,1.9000000000000001,-0.15416019825367672,2.2,-0.13622852371545538
15,-0.34999999999999987,,,1.0,-0.2235363047871772,1.3,-0.19686876659514624,1.6,-0.17383462351388287,1.9000000000000001,-0.15384194744859025,2.2,-0.13641584061834366
16,-0.33999999999999986,,,1.0,-0.22040285123066602,1.3,-0.19486551243440622,1.6,-0.1727058330397644,1.9000000000000001,-0.15338959981624967,2.2,-0.13648522506595168
17,-0.32999999999999985,,,1.0,-0.21710703274349497,1.3,-0.19269971992746437,1.6,-0.17142275403752957,1.9000000000000001,-0.15279605455703216,2.2,-0.13642904175290693
18,-0.31999999999999984,,,1.0,-0.21364544812182587,1.3,-0.19036635057527584,1.6,-0.16997903164409953,1.9000000000000001,-0.15205399552559626,2.2,-0.13623934804535545
19,-0.30999999999999983,,,1.0,-0.2100147356515697,1.3,-0.18786034021206063,1.6,-0.16836819741292047,1.9000000000000001,-0.15115589542977467,2.2,-0.13590789272698695
20,-0.2999999999999998,,,1.0,-0.20621158087068522,1.3,-0.1851766085308177,1.6,-0.16658367811626065,1.9000000000000001,-0.15009402138176206,2.2,-0.13542611615843386
21,-0.2899999999999998,,,1.0,-0.2022327246568305,1.3,-0.18231006934855382,1.6,-0.16461880570869947,1.9000000000000001,-0.14886044192066467,2.2,-0.13478515202852584
22,-0.2799999999999998,,,1.0,-0.19807497163227944,1.3,-0.17925564162547153,1.6,-0.1624668285117203,1.9000000000000001,-0.14744703562845338,2.2,-0.13397583088660073
23,-0.2699999999999998,,,1.0,-0.19373519887580934,1.3,-0.17600826124898056,1.6,-0.1601209236769456,1.9000000000000001,-0.1458455014634187,2.2,-0.13298868565519062
24,-0.2599999999999998,,,1.0,-0.18921036492892554,1.3,-0.17256289358955168,1.6,-0.15757421098230617,1.9000000000000001,-0.14404737093616893,2.2,-0.13181395933161882
25,-0.24999999999999978,,,1.0,-0.1844975190813361,1.3,-0.16891454683112253,1.6,-0.15481976801123085,1.9000000000000001,-0.14204402225285045,2.2,-0.1304416150950613
26,-0.23999999999999977,,,1.0,-0.17959381091802365,1.3,-0.1650582860739635,1.6,-0.15185064675970042,1.9000000000000001,-0.13982669654839366,2.2,-0.1288613490420792
27,-0.22999999999999976,,,1.0,-0.17449650010760298,1.3,-0.16098924820262905,1.6,-0.14865989170964294,1.9000000000000001,-0.13738651632897514,2.2,-0.1270626057781254
28,-0.21999999999999975,,,1.0,-0.16920296640890142,1.3,-0.15670265750583676,1.6,-0.14524055939958563,1.9000000000000001,-0.13471450623731349,2.2,-0.12503459709463005
29,-0.20999999999999974,,,1.0,-0.16371071986988633,1.3,-0.15219384202885336,1.6,-0.141585739514652,1.9000000000000001,-0.1318016162466473,2.2,-0.12276632396050494
30,-0.19999999999999973,,,1.0,-0.15801741119019355,1.3,-0.14745825063222737,1.6,-0.13768857750784277,1.9000000000000001,-0.12863874737905087,2.2,-0.1202466020527692
31,-0.18999999999999972,,,1.0,-0.15212084221561037,1.3,-0.14249147072351528,1.6,-0.1335422987530226,1.9000000000000001,-0.1252167800308996,2.2,-0.11746409104295369
32,-0.17999999999999972,,,1.0,-0.1460189765299587,1.3,-0.13728924662103137,1.6,-0.12914023421712076,1.9000000000000001,-0.1215266049725882,2.2,-0.11440732784343931
33,-0.1699999999999997,,,1.0,-0.13970995010692797,1.3,-0.13184749850064886,1.6,-0.12447584762473195,1.9000000000000001,-0.11755915707084186,2.2,-0.11106476400036205
34,-0.1599999999999997,,,1.0,-0.1331920819815545,1.3,-0.12616234186833938,1.6,-0.11954276407258875,1.9000000000000001,-0.11330545175996923,2.2,-0.10742480739662383
35,-0.1499999999999997,,,1.0,-0.12646388489826427,1.3,-0.12023010749252143,1.6,-0.11433480003430568,1.9000000000000001,-0.10875662426306963,2.2,-0.10347586839935191
36,-0.13999999999999968,,,1.0,-0.11952407588971425,1.3,-0.11404736172146246,1.6,-0.10884599467743264,1.9000000000000001,-0.103903971535433,2.2,-0.09920641055036088
37,-0.12999999999999967,,,1.0,-0.11237158673812186,1.3,-0.10761092710202806,1.6,-0.10307064239530743,1.9000000000000001,-0.09873899687014577,2.2,-0.09460500585537172
38,-0.11999999999999968,,,1.0,-0.10500557426839457,1.3,-0.1009179032070871,1.6,-0.09700332643559084,1.9000000000000001,-0.0932534570702815,2.2,-0.08966039467760138
39,-0.10999999999999968,,,1.0,-0.09742543042019683,1.3,-0.09396568756996859,1.6,-0.09063895348588334,1.9000000000000001,-0.08743941205314132,2.2,-0.08436155018364717
40,-0.09999999999999969,,,1.0,-0.08963079204415532,1.3,-0.08675199661563492,1.6,-0.08397278905466468,1.9000000000000001,-0.08128927671003382,2.2,-0.07869774722429773
41,-0.08999999999999969,,,1.0,-0.0816215503657429,1.3,-0.07927488646981662,1.6,-0.0770004934632267,1.9000000000000001,-0.07479587480037132,2.2,-0.07265863546013875
42,-0.0799999999999997,,,1.0,-0.07339786005903134,1.3,-0.07153277351937513,1.6,-0.06971815824157256,1.9000000000000001,-0.06795249461183807,2.2,-0.06623431646193235
43,-0.0699999999999997,,,1.0,-0.06496014787150053,1.3,-0.06352445458976183,1.6,-0.062122342698772176,1.9000000000000001,-0.06075294606961078,2.2,-0.05941542442933364
44,-0.0599999999999997,,,1.0,-0.05630912074046775,1.3,-0.05524912659877365,1.6,-0.05421011041636297,1.9000000000000001,-0.05319161892775227,2.2,-0.052193210079439965
45,-0.0499999999999997,,,1.0,-0.04744577334149177,1.3,-0.046706405540012076,1.6,-0.04597906539247647,1.9000000000000001,-0.04526354162575546,2.2,-0.04455962716012623
46,-0.039999999999999696,,,1.0,-0.038371395009339684,1.3,-0.03789634464468896,1.6,-0.03742738754489254,1.9000000000000001,-0.03696444034370456,2.2,-0.03650742094359752
47,-0.029999999999999694,,,1.0,-0.029087575972807648,1.3,-0.028819451566834058,1.6,-0.028553867263636713,1.9000000000000001,-0.02829079774167819,2.2,-0.02803021795491336
48,-0.01999999999999969,,,1.0,-0.019596212845884576,1.3,-0.01947670443469403,1.6,-0.019357938688519608,1.9000000000000001,-0.01923991082398087,2.2,-0.019122616090551443
49,-0.009999999999999691,,,1.0,-0.009899513319458068,1.3,-0.009869566610305105,1.6,-0.009839711374658569,1.9000000000000001,-0.00980994732777703,2.2,-0.009780274185837622
50,3.0878077872387166e-16,,,1.0,3.0878077872387176e-16,1.3,3.087807787238718e-16,1.6,3.087807787238718e-16,1.9000000000000001,3.0878077872387186e-16,2.2,3.0878077872387186e-16
51,0.010000000000000309,,,1.0,0.010099486655558468,1.3,0.010129523238918414,1.6,0.01015964823635886,1.9000000000000001,0.010189861902669631,2.2,0.01022016449334228
52,0.02000000000000031,,,1.0,0.020395786356229535,1.3,0.02051601074583044,1.6,0.020636928877217773,1.9000000000000001,0.020758544577085612,2.2,0.020880861691149857
53,0.03000000000000031,,,1.0,0.03088541798828206,1.3,0.03115594190316312,1.6,0.03142875848021925,1.9000000000000001,0.03170388579843953,2.2,0.031981342055609645
54,0.04000000000000031,,,1.0,0.04156457966069849,1.3,0.042045261817787206,1.6,0.04253125624056938,1.9000000000000001,0.043022615906333946,2.2,0.0435193941874041
55,0.050000000000000315,,,1.0,0.05242914981913705,1.3,0.053179377463818546,1.6,0.05393972928956285,1.9000000000000001,0.05471032434193079,2.2,0.055491282559777005
56,0.06000000000000032,,,1.0,0.06347468945737693,1.3,0.06455315610129643,1.6,0.0656486619756517,1.9000000000000001,0.06676143240366643,2.2,0.06789169418451954
57,0.07000000000000031,,,1.0,0.07469644544939717,1.3,0.07616092607144563,1.6,0.07765170941002238,1.9000000000000001,0.07916917285372198,2.2,0.08071369544342334
58,0.08000000000000031,,,1.0,0.08608935501899222,1.3,0.0879964800536589,1.6,0.0899416955283998,1.9000000000000001,0.09192557695875281,2.2,0.09394870025290024
59,0.0900000000000003,,,1.0,0.09764805135720955,1.3,0.10005308085207601,1.6,0.10251061588522753,1.9000000000000001,0.10502146948624785,2.2,0.10758645063431849
60,0.1000000000000003,,,1.0,0.1093668703909574,1.3,0.11232346976083171,1.6,0.1153496453557541,1.9000000000000001,0.11844647210258687,2.2,0.12161501063792551
61,0.11000000000000029,,,1.0,0.1212398586989322,1.3,0.124799877536876,1.6,0.12844915087627864,1.9000000000000001,0.13218901553103737,2.2,0.13602077441470015
62,0.12000000000000029,,,1.0,0.1332607825636216,1.3,0.13747403798795207,1.6,0.14179870930340363,1.9000000000000001,0.14623636072861426,2.2,0.15078848904976272
63,0.13000000000000028,,,1.0,0.14542313814061408,1.3,0.15033720416109084,1.6,0.15538713042024924,1.9000000000000001,0.1605746292313205,2.2,0.1659012925657331
64,0.1400000000000003,,,1.0,0.1577201627188719,1.3,0.16338016709411884,1.6,0.1692024850619663,1.9000000000000001,0.1751888426995811,2.2,0.18134076727833318
65,0.1500000000000003,,,1.0,0.17014484703806412,1.3,0.1765932770694678,1.6,0.1832321382753949,1.9000000000000001,0.1900629715717761,2.2,0.19708700844417582
66,0.1600000000000003,,,1.0,0.18268994862160465,1.3,0.1899664672863353,1.6,0.19746278736930167,1.9000000000000001,0.20517999260608408,2.2,0.21311870788751197
67,0.17000000000000032,,,1.0,0.19534800607675934,1.3,0.20348927984429416,1.6,0.21188050465329317,1.9000000000000001,0.22052195496199117,2.2,0.2294132520348297
68,0.18000000000000033,,,1.0,0.2081113543061713,1.3,0.21715089390911635,1.6,0.2264707846062873,1.9000000000000001,0.23607005434559555,2.2,0.24594683353022473
69,0.19000000000000034,,,1.0,0.2209721405684696,1.3,0.23094015591019115,1.6,0.2412185951603952,1.9000000000000001,0.25180471462010884,2.2,0.2626945753572494
70,0.20000000000000034,,,1.0,0.23392234131935638,1.3,0.24484561159880167,1.6,0.2561084327342605,1.9000000000000001,0.2677056761675775,2.2,0.279630666161364
71,0.21000000000000035,,,1.0,0.24695377975878297,1.3,0.25885553977798065,1.6,0.2711243806023333,1.9000000000000001,0.28375209018256287,2.2,0.29672850525776345
72,0.22000000000000036,,,1.0,0.26005814400458477,1.3,0.27295798749798933,1.6,0.28625017014415133,1.9000000000000001,0.2999226179858759,2.2,0.3139608556283039
73,0.23000000000000037,,,1.0,0.2732270058083227,1.3,0.28714080649690304,1.6,0.3014692444813075,1.9000000000000001,0.3161955343687223,2.2,0.33130000306380314
74,0.24000000000000038,,,1.0,0.28645183972511207,1.3,0.30139169065358035,1.6,0.3167648239801203,1.9000000000000001,0.332548833916665,2.2,0.34871791949842706
75,0.2500000000000004,,,1.0,0.2997240426459718,1.3,0.31569821421062,1.6,0.33211997307567553,1.9000000000000001,0.3489603392201239,2.2,0.366186428514301
76,0.2600000000000004,,,1.0,0.31303495359871575,1.3,0.33004787051792184,1.6,0.3475176678583008,1.9000000000000001,0.36540780985467336,2.2,0.38367737096871396
77,0.2700000000000004,,,1.0,0.3263758737216817,1.3,0.34442811104326876,1.6,0.36294086385692603,1.9000000000000001,0.38186905101064506,2.2,0.40116276871371276
78,0.2800000000000004,,,1.0,0.3397380863136484,1.3,0.3588263843949817,1.6,0.3783725634552637,1.9000000000000001,0.39832202066741357,2.2,0.41861498443756656
79,0.2900000000000004,,,1.0,0.35311287686315684,1.3,0.37323017510318923,1.6,0.3937958823862105,1.9000000000000001,0.4147449342426641,2.2,0.4360068757572086
80,0.30000000000000043,,,1.0,0.36649155296110647,1.3,0.3876270419105335,1.6,0.4091941147670759,1.9000000000000001,0.43111636569981415,2.2,0.45331194182682555
81,0.31000000000000044,,,1.0,0.3798654640019442,1.3,0.4020046553301416,1.6,0.4245507961627466,1.9000000000000001,0.44741534416606626,2.2,0.4705044608957226
82,0.32000000000000045,,,1.0,0.3932260205809705,1.3,0.41635083423826486,1.6,0.4398497641951334,1.9000000000000001,0.46362144519736675,2.2,0.48755961744301723
83,0.33000000000000046,,,1.0,0.406564713498229,1.3,0.43065358128097325,1.6,0.4550752162545049,1.9000000000000001,0.47971487592260137,2.2,0.5044536177316453
84,0.34000000000000047,,,1.0,0.4198731322830791,1.3,0.444901116888467,1.6,0.4702117639107887,1.9000000000000001,0.49567655340518524,2.2,0.5211637928532011
85,0.3500000000000005,,,1.0,0.43314298315782823,1.3,0.45908191170668444,1.6,0.48524448366970624,1.9000000000000001,0.5114881756731775,2.2,0.5376686885718667
86,0.3600000000000005,,,1.0,0.4463661063636701,1.3,0.4731847172736879,1.6,0.5001589637687543,1.9000000000000001,0.5271322849864783,2.2,0.5539481415137609
87,0.3700000000000005,,,1.0,0.4595344927775703,1.3,0.487198594787492,1.6,0.5149413467605642,1.9000000000000001,0.5425923230288727,2.2,0.5699833414815311
88,0.3800000000000005,,,1.0,0.4726402997545991,1.3,0.5011129418322737,1.6,0.529578367685056,1.9000000000000001,0.5578526778311258,2.2,0.5857568798974951
89,0.3900000000000005,,,1.0,0.48567586613646163,1.3,0.5149175169509462,1.6,0.5440573876861066,1.9000000000000001,0.5728987223466009,2.2,0.6012527845874199
90,0.4000000000000005,,,1.0,0.4986337263735453,1.3,0.5286024619735966,1.6,0.5583664229822032,1.9000000000000001,0.5877168447108264,2.2,0.6164565413071784
91,0.41000000000000053,,,1.0,0.5115066237146165,1.3,0.5421583220329571,1.6,0.5724941691529116,1.9000000000000001,0.6022944703191931,2.2,0.6313551025830382
92,0.42000000000000054,,,1.0,0.5242875224252808,1.3,0.5555760632196182,1.6,0.5864300207531568,1.9000000000000001,0.6166200759509732,2.2,0.6459368845810399
93,0.43000000000000055,,,1.0,0.5369696190033972,1.3,0.5688470878508269,1.6,0.6001640863145782,1.9000000000000001,0.630683196251883,2.2,0.660191752840578
94,0.44000000000000056,,,1.0,0.5495463523667347,1.3,0.5819632473471763,1.6,0.6136871988370127,1.9000000000000001,0.6444744229605701,2.2,0.6741109978014257
95,0.45000000000000057,,,1.0,0.5620114129952024,1.3,0.5949168527310544,1.6,0.626990921912978,1.9000000000000001,0.6579853973261666,2.2,0.6876873011224033
96,0.4600000000000006,,,1.0,0.5743587510169246,1.3,0.6077006827791894,1.6,0.6400675516635066,1.9000000000000001,0.6712087962141324,2.2,0.7009146938346027
97,0.4700000000000006,,,1.0,0.5865825832341762,1.3,0.6203079898788104,1.6,0.6529101146945737,1.9000000000000001,0.6841383124361416,2.2,0.7137885073940966
98,0.4800000000000006,,,1.0,0.5986773990917141,1.3,0.6327325036527018,1.6,0.6655123623094967,1.9000000000000001,0.6967686298669824,2.2,0.7263053187003035
99,0.4900000000000006,,,1.0,0.6106379655962696,1.3,0.6449684324326652,1.6,0.6778687612340457,1.9000000000000001,0.7090953939279683,2.2,0.7384628901289295
100,0.5000000000000006,,,1.0,0.6224593312018551,1.3,0.6570104626734995,1.6,0.6899744811276131,1.9000000000000001,0.7211151780228637,2.2,0.7502601055951182
101,0.5100000000000006,,,1.0,0.6341368286810676,1.3,0.6688537564105609,1.6,0.7018253791658009,1.9000000000000001,0.7328254465097226,2.2,0.7616969036156856
102,0.5200000000000006,,,1.0,0.6456660770076658,1.3,0.6804939468732051,1.6,0.7134179819873914,1.9000000000000001,0.744224514781285,2.2,0.7727742082816713
103,0.5300000000000006,,,1.0,0.6570429822803987,1.3,0.6919271323739761,1.6,0.7247494653021465,1.9000000000000001,0.7553115070087221,2.2,0.7834938589864089
104,0.5400000000000006,,,1.0,0.6682637377222647,1.3,0.7031498685993085,1.6,0.7358176314555452,1.9000000000000001,0.7660863120796393,2.2,0.7938585396822826
105,0.5500000000000006,,,1.0,0.6793248227931482,1.3,0.7141591594317996,1.6,0.7466208852427738,1.9000000000000001,0.7765495382324181,2.2,0.8038717083634741
106,0.5600000000000006,,,1.0,0.6902230014570552,1.3,0.724952446436868,1.6,0.757158208257412,1.9000000000000001,0.7867024668562429,2.2,0.8135375273943148
107,0.5700000000000006,,,1.0,0.7009553196479699,1.3,0.7355275971479178,1.6,0.7674291320507055,1.9000000000000001,0.7965470058905249,2.2,0.8228607952250426
108,0.5800000000000006,,,1.0,0.7115191019806789,1.3,0.7458828922840802,1.6,0.7774337103654699,1.9000000000000001,0.8060856432198203,2.2,0.8318468799603322
109,0.5900000000000006,,,1.0,0.7219119477547735,1.3,0.7560170120333205,1.6,0.7871724906949523,1.9000000000000001,0.8153214004216199,2.2,0.840501655172154
110,0.6000000000000006,,,1.0,0.7321317263014421,1.3,0.7659290215312874,1.6,0.7966464854017341,1.9000000000000001,0.8242577871852874,2.2,0.8488314382782832
111,0.6100000000000007,,,1.0,0.7421765717236385,1.3,0.7756183556628696,1.6,0.8058571426153998,1.9000000000000001,0.8328987566816557,2.2,0.8568429317419297
112,0.6200000000000007,,,1.0,0.7520448770807678,1.3,0.785084803309145,1.6,0.8148063171105184,1.9000000000000001,0.8412486621248845,2.2,0.8645431672870059
113,0.6300000000000007,,,1.0,0.7617352880691878,1.3,0.7943284911573633,1.6,0.8234962413488475,1.9000000000000001,0.8493122147316472,2.2,0.8719394532678586
114,0.6400000000000007,,,1.0,0.7712466962496295,1.3,0.8033498671859504,1.6,0.8319294968518204,1.9000000000000001,0.8570944432479211,2.2,0.87903932528208
115,0.6500000000000007,,,1.0,0.7805782318720901,1.3,0.8121496839303378,1.6,0.8401089860516089,1.9000000000000001,0.8646006551808951,2.2,0.8858505000702799
116,0.6600000000000007,,,1.0,0.7897292563478997,1.3,0.820728981628867,1.6,0.8480379047515467,1.9000000000000001,0.8718363998430309,2.2,0.892380832707435
117,0.6700000000000007,,,1.0,0.7986993544175389,1.3,0.8290890713411551,1.6,0.8557197153096889,1.9000000000000001,0.8788074332872228,2.2,0.8986382770564089
118,0.6800000000000007,,,1.0,0.8074883260613908,1.3,0.8372315181242697,1.6,0.8631581206428935,1.9000000000000001,0.8855196851864285,2.2,0.9046308494252553
119,0.6900000000000007,,,1.0,0.8160961781990189,1.3,0.845158124344927,1.6,0.8703570391331933,1.9000000000000001,0.8919792276880729,2.2,0.9103665953456493
120,0.7000000000000007,,,1.0,0.8245231162207727,1.3,0.8528709131987742,1.6,0.8773205805034701,1.9000000000000001,0.8981922462529759,2.2,0.915853559369912
121,0.7100000000000007,,,1.0,0.8327695353935668,1.3,0.8603721125007348,1.6,0.8840530227156393,1.9000000000000001,0.9041650124704431,2.2,0.9210997577682247
122,0.7200000000000008,,,1.0,0.8408360121806074,1.3,0.8676641388034319,1.6,0.890558789931734,1.9000000000000001,0.9099038588253999,2.2,0.9261131539954092
123,0.7300000000000008,,,1.0,0.8487232955126536,1.3,0.8747495818939381,1.6,0.8968424315664868,1.9000000000000001,0.9154151553799371,2.2,0.9309016367876672
124,0.7400000000000008,,,1.0,0.8564322980461334,1.3,0.8816311897125529,1.6,0.9029086024492678,1.9000000000000001,0.9207052883202255,2.2,0.9354730007436035
125,0.7500000000000008,,,1.0,0.8639640874411326,1.3,0.8883118537310459,1.6,0.9087620441035079,1.9000000000000001,0.925780640310311,2.2,0.9398349292402713
126,0.7600000000000008,,,1.0,0.8713198776899108,1.3,0.8947945948218372,1.6,0.9144075671430489,1.9000000000000001,0.9306475725866528,2.2,0.9439949795336079
127,0.7700000000000008,,,1.0,0.8785010205242592,1.3,0.9010825496439587,1.6,0.9198500347771493,1.9000000000000001,0.935312408721274,2.2,0.9479605698930919
128,0.7800000000000008,,,1.0,0.8855089969276555,1.3,0.9071789575663533,1.6,0.9250943474091068,1.9000000000000001,0.9397814199768834,2.2,0.9517389686224881
129,0.7900000000000008,,,1.0,0.8923454087758541,1.3,0.9130871481441414,1.6,0.9301454283076104,1.9000000000000001,0.9440608121741414,2.2,0.9553372848218575
130,0.8000000000000008,,,1.0,0.8990119706272677,1.3,0.9188105291589379,1.6,0.935008210324922,1.9000000000000001,0.9481567139892504,2.2,0.9587624607503871
131,0.8100000000000008,,,1.0,0.9055105016822734,1.3,0.9243525752301026,1.6,0.9396876236317807,1.9000000000000001,0.9520751665990694,2.2,0.9620212656547595
132,0.8200000000000008,,,1.0,0.9118429179284128,1.3,0.9297168169999975,1.6,0.9441885844354531,1.9000000000000001,0.9558221145908968,2.2,0.9651202909336101
133,0.8300000000000008,,,1.0,0.9180112244863683,1.3,0.9349068308928518,1.6,0.9485159846445611,1.9000000000000001,0.9594033980547445,2.2,0.9680659465148762
134,0.8400000000000009,,,1.0,0.9240175081696125,1.3,0.9399262294437329,1.6,0.952674682442154,1.9000000000000001,0.9628247457772846,2.2,0.9708644583294225
135,0.8500000000000009,,,1.0,0.9298639302686997,1.3,0.9447786521913498,1.6,0.9566694937268759,1.9000000000000001,0.9660917694585357,2.2,0.9735218667710834
136,0.8600000000000009,,,1.0,0.9355527195693714,1.3,0.9494677571259585,1.6,0.9605051843809889,1.9000000000000001,0.9692099588746766,2.2,0.9760440260400888
137,0.8700000000000009,,,1.0,0.9410861656119283,1.3,0.9539972126815148,1.6,0.9641864633233526,1.9000000000000001,0.9721846779130694,2.2,0.9784366042736456
138,0.8800000000000009,,,1.0,0.9464666121977137,1.3,0.9583706902593633,1.6,0.9677179763052158,1.9000000000000001,0.9750211614085225,2.2,0.9807050843741727
139,0.8900000000000009,,,1.0,0.9516964511470476,1.3,0.9625918572691823,1.6,0.9711043004067649,1.9000000000000001,0.977724512712982,2.2,0.9828547654522373
140,0.9000000000000009,,,1.0,0.9567781163115516,1.3,0.9666643706715929,1.6,0.9743499391927775,1.9000000000000001,0.9802997019341504,2.2,0.9848907648076081
141,0.9100000000000009,,,1.0,0.961714077842506,1.3,0.9705918710057528,1.6,0.9774593184863856,1.9000000000000001,0.9827515647819058,2.2,0.9868180203779574
142,0.9200000000000009,,,1.0,0.9665068367156906,1.3,0.9743779768844071,1.6,0.9804367827208298,1.9000000000000001,0.9850848019648376,2.2,0.9886412935905983
143,0.9300000000000009,,,1.0,0.971158919512068,1.3,0.9780262799381961,1.6,0.9832865918301434,1.9000000000000001,0.9873039790826341,2.2,0.9903651725582052
144,0.940000000000001,,,1.0,0.9756728734526701,1.3,0.9815403401905569,1.6,0.9860129186409152,1.9000000000000001,0.989413526963466,2.2,0.991994075564741
145,0.950000000000001,,,1.0,0.9800512616851587,1.3,0.98492368184423,1.6,0.9886198467286095,1.9000000000000001,0.9914177423988424,2.2,0.9935322547927595
146,0.960000000000001,,,1.0,0.9842966588187188,1.3,0.988179789460229,1.6,0.9911113687033374,1.9000000000000001,0.9933207892316801,2.2,0.9949838002479197
147,0.970000000000001,,,1.0,0.9884116467032259,1.3,0.991312104510095,1.6,0.9934913848914638,1.9000000000000001,0.9951266997564787,2.2,0.9963526438408811
148,0.980000000000001,,,1.0,0.9923988104479992,1.3,0.994324022282343,1.6,0.9957637023809699,1.9000000000000001,0.9968393763935424,2.2,0.9976425635907985
149,0.990000000000001,,,1.0,0.9962607346748924,1.3,0.9972188891241984,1.6,0.9979320344000501,1.9000000000000001,0.9984625936021048,2.2,0.9988571879183875
150,1.0000000000000009,,,1.0,1.0000000000000004,1.3,1.0000000000000002,1.6,1.0000000000000002,1.9000000000000001,1.0000000000000002,2.2,1.0000000000000002
151,1.010000000000001,,,1.0,1.003619179737847,1.3,1.0026705963479974,1.6,1.0019711240150222,1.9000000000000001,1.001455120660173,2.2,1.0010743421573425
152,1.020000000000001,,,1.0,1.0071208368215834,1.3,1.0052338642176928,1.6,1.0038488372731296,1.9000000000000001,1.0028313595568201,2.2,1.0020834202604132
153,1.030000000000001,,,1.0,1.010507520932438,1.3,1.007692932670362,1.6,1.0056364770338695,1.9000000000000001,1.0041320021363351,2.2,1.003030308123925
154,1.040000000000001,,,1.0,1.0137817658314452,1.3,1.0100508724258919,1.6,1.007337287630075,1.9000000000000001,1.0053602179904384,2.2,1.0039179518799421
155,1.050000000000001,,,1.0,1.0169460868863045,1.3,1.0123106947396465,1.6,1.0089544212923236,1.9000000000000001,1.0065190636109678,2.2,1.0047491743117
156,1.060000000000001,,,1.0,1.020002978786099,1.3,1.014475350493652,1.6,1.010490939136187,1.9000000000000001,1.0076114852077558,2.2,1.005526679135618
157,1.070000000000001,,,1.0,1.0229549134365266,1.3,1.0165477294869947,1.6,1.0119498122937234,1.9000000000000001,1.008640321572831,2.2,1.0062530552203635
158,1.080000000000001,,,1.0,1.0258043380282644,1.3,1.0185306599109583,1.6,1.0133339231719714,1.9000000000000001,1.009608306975875,2.2,1.0069307807334926
159,1.090000000000001,,,1.0,1.0285536732710778,1.3,1.0204269079950428,1.6,1.0146460668224575,1.9000000000000001,1.0105180740774329,2.2,1.0075622272077092
160,1.100000000000001,,,1.0,1.0312053117863211,1.3,1.0222391778106557,1.6,1.0158889524069266,1.9000000000000001,1.011372156847821,2.2,1.0081496635201224
161,1.110000000000001,,,1.0,1.0337616166505441,1.3,1.023970111219893,1.6,1.0170652047456445,1.9000000000000001,1.0121729934810189,2.2,1.0086952597791168
162,1.120000000000001,,,1.0,1.0362249200829954,1.3,1.025622287957456,1.6,1.0181773659356945,1.9000000000000001,1.0129229292940618,2.2,1.0092010911145202
163,1.130000000000001,,,1.0,1.0385975222699313,1.3,1.027198225834376,1.6,1.0192278970277175,1.9000000000000001,1.013624219603576,2.2,1.00966914136773
164,1.140000000000001,,,1.0,1.0408816903187676,1.3,1.0287003810528266,1.6,1.0202191797505074,1.9000000000000001,1.014279032572151,2.2,1.010101306679317
